Time (s),F51 (N),L51 (mm),F52 (N),L52 (mm),F53 (N),L53 (mm),F55 (N),L55 (mm),F57 (N),L57 (mm),F58 (N),L58 (mm)
2.2,21.687,9.1468,22.7378,9.0555,21.8302,6.0293,21.677,3.1051,21.3765,0.0123,0.4542,0.0169
2.21,21.5761,9.0786,22.651,9.0827,21.6681,6.0789,21.6362,3.0579,21.4559,-0.0472,0.3093,-0.0435
2.22,21.5545,9.0978,22.7475,9.1045,21.7781,6.0156,21.5941,3.0458,21.5092,0.071,0.3607,-0.0059
2.23,21.54,9.054,22.6753,9.0421,21.6439,6.0206,21.5324,2.9531,21.5756,0.0525,0.2903,-0.0175
2.24,21.5164,9.0667,22.5534,9.099,21.893,6.1016,21.5233,2.9825,21.3951,-0.0687,0.3309,0.0579
2.25,21.6503,9.1279,22.6502,9.1347,21.7675,6.0682,21.6454,3.0877,21.472,0.0127,0.5389,0.0183
2.26,21.6392,9.0606,22.737,9.0602,21.834,6.0886,21.5784,3.0473,21.37,-0.0422,0.3769,-0.0053
2.27,21.638,9.1229,22.8335,9.0791,21.8035,6.0282,21.5836,3.0767,21.443,0.035,0.3346,0.0058
2.28,21.5637,9.0682,22.6893,9.0883,21.6875,5.979,21.751,2.984,21.638,0.081,0.468,-0.036
2.29,21.5276,9.0398,22.5888,9.0397,21.9431,6.077,21.4435,2.9587,21.4754,-0.0369,0.3417,0.0232
2.3,21.674,9.0964,22.8235,9.0293,21.834,6.0707,21.663,2.9884,21.5342,0.0089,0.4959,0.0491
2.31,21.638,9.066,22.7079,9.0824,21.922,6.1278,21.687,3.0217,21.4767,-0.0344,0.3691,-0.0099
2.32,21.7872,9.0645,22.8265,9.036,21.9064,6.0341,21.7458,3.047,21.4751,0.0159,0.3558,-0.0415
2.33,21.685,9.0305,22.8404,9.0005,21.7999,6.0003,21.6576,3.0027,21.589,0.0707,0.4054,-0.012
2.34,21.5339,9.0397,22.664,9.0866,21.937,6.0707,21.6145,2.9873,21.541,-0.0855,0.3366,0.0446
2.35,21.7005,9.094,22.9009,9.0845,21.858,6.0282,21.6775,3.0422,21.5127,0.0255,0.5208,0.037
2.36,21.7089,9.0605,22.753,9.0594,22.004,6.0892,21.7264,3.02,21.4803,-0.0369,0.3275,-0.0195
2.37,21.7261,9.1218,22.859,9.1108,22.004,6.1221,21.8145,3.0873,21.4345,-0.0129,0.3719,-0.009
2.38,21.6865,9.0505,22.8585,9.1251,21.8466,6.012,21.7693,3.0397,21.7187,0.065,0.2024,-0.0265
2.39,21.5842,9.0629,22.7315,9.0805,21.931,6.059,21.6697,2.9756,22.8809,0.0208,0.3322,0.0148
2.4,21.7552,9.1315,22.9472,9.0947,21.8951,6.0474,21.6777,3.0602,22.9366,0.0938,1.0373,0.1218
2.41,21.6646,9.0726,22.9663,9.1218,21.8188,6.0648,21.6975,3.0059,22.9425,0.1507,1.7131,0.0252
2.42,21.6566,9.0911,22.929,9.0811,22.0817,6.0845,21.785,3.0777,23.3842,0.1849,0.838,0.1358
2.43,21.6537,9.0452,22.9628,9.0336,21.8543,6.0137,21.7539,3.0416,23.9601,0.3547,0.6308,0.1514
2.44,21.634,9.0215,22.835,9.0612,22.0257,6.029,21.7343,3.0075,24.4887,0.4544,0.6144,0.2291
2.45,21.7952,9.106,23.0993,9.0484,21.8886,6.0727,21.687,3.0235,25.2365,0.5446,0.5431,0.4303
2.46,21.6859,9.0639,22.8692,9.0254,21.8873,6.0519,21.7147,3.0256,25.7331,0.5646,0.6194,0.4601
2.47,21.7598,9.1212,22.9715,9.0947,22.029,6.0771,21.7806,3.0671,26.022,0.6314,0.6118,0.5619
2.48,21.687,9.0438,22.9319,9.1151,21.9424,6.0282,21.8638,3.0747,26.4292,0.7935,0.5383,0.6241
2.49,21.72,9.0113,22.9245,9.0517,21.9939,6.0596,21.7345,3.003,26.5895,0.8554,0.4337,0.7046
2.5,21.8009,9.1018,22.9969,9.1218,21.9385,6.0244,21.8089,3.0477,26.814,0.9579,0.5977,0.8466
2.51,21.8013,9.0558,22.9654,9.1415,21.8512,6.0851,21.6905,3.0132,26.8412,1.0001,0.7167,0.9331
2.52,21.7622,9.1234,23.005,9.0598,22.0357,6.0537,21.7722,3.0444,26.6711,1.0925,0.686,1.01
2.53,21.687,9.0479,23.0224,9.0851,21.9975,6.0862,21.8683,3.0833,26.79,1.2519,0.7025,1.1124
2.54,21.692,9.0112,22.883,9.1231,22.0733,6.0794,21.802,2.982,26.8087,1.3169,0.593,1.0997
2.55,21.8623,9.1608,23.0266,9.0238,22.0346,6.0172,21.785,3.0791,26.8793,1.4367,0.74,1.2772
2.56,21.799,9.0992,23.03,9.0334,21.8476,6.0227,21.7292,3.0012,26.8741,1.524,0.8293,1.3847
2.57,21.7887,9.1029,23.0187,9.139,22.0858,6.0879,21.7526,3.0409,26.9339,1.5389,0.8257,1.5115
2.58,21.687,9.0346,23.1496,9.04,22.0447,6.0446,21.9887,3.0763,27.0819,1.6998,0.8668,1.5322
2.59,21.6887,9.0358,22.8607,8.9723,22.1315,6.0746,21.7139,3.0157,27.1278,1.7679,0.687,1.6172
2.6,21.8039,9.1036,23.043,9.0574,22.0687,6.0723,21.8574,3.0108,27.238,1.8785,0.8537,1.7354
2.61,21.8699,9.0573,22.9994,9.1084,21.9789,5.9921,21.736,2.9774,27.3469,1.9877,0.7991,1.8207
2.62,21.7859,9.0631,23.054,9.0497,22.049,6.0628,21.7659,3.0239,27.2381,1.9823,0.9231,1.9457
2.63,21.7799,9.0634,23.0913,9.1316,21.987,6.0628,21.9476,3.0979,27.2912,2.1995,0.9629,2.0307
2.64,21.6928,9.0152,22.908,9.147,22.0719,6.077,21.7881,2.9954,27.4757,2.2259,0.8097,2.0537
2.65,21.8365,9.1502,23.1195,9.0784,22.0359,6.0731,21.8495,3.0545,27.6388,2.311,0.96,2.1973
2.66,21.7878,9.0605,23.0702,9.0698,21.9704,6.0276,21.7704,3.021,27.693,2.4442,0.9655,2.2782
2.67,21.8684,9.0946,23.1855,9.0978,22.0941,6.0523,21.7498,2.9962,27.5481,2.4809,1.057,2.406
2.68,21.8041,9.053,23.0891,9.0358,22.0756,6.0746,21.9132,3.0925,27.7243,2.6166,1.1031,2.5241
2.69,21.6085,9.0185,22.932,9.0063,22.0512,6.1016,21.8433,3.0455,27.8536,2.6739,1.0577,2.5164
2.7,21.8914,9.082,23.093,9.1011,22.2061,6.0913,21.9228,3.0528,27.7896,2.8345,1.095,2.664
2.71,21.8181,9.0468,23.0986,9.0335,22.0955,6.0458,22.101,2.9896,28.0433,2.9221,1.1222,2.7047
2.72,21.8734,9.0763,23.139,8.9934,22.0615,6.0649,23.166,3.0494,27.9321,2.944,1.2048,2.8568
2.73,21.837,9.0663,23.128,9.0684,22.0652,6.0149,23.1643,3.169,28.084,3.0683,1.3347,2.958
2.74,21.7322,9.0234,23.03,9.0643,22.1046,6.0416,23.54,3.1644,28.01,3.1422,1.253,2.9939
2.75,21.8898,9.0823,23.2654,9.0722,22.181,6.0895,24.1538,3.3148,28.2262,3.3026,1.1956,3.1314
2.76,21.8487,9.0814,23.0124,9.0777,22.0933,6.0282,24.6306,3.3531,28.425,3.3839,1.2998,3.1618
2.77,21.8999,9.0815,23.2358,9.1261,22.0535,6.077,25.0791,3.4658,28.3453,3.4227,1.4288,3.2997
2.78,21.8444,9.0146,23.1452,9.048,21.9923,6.0387,25.8718,3.6535,28.4832,3.5008,1.489,3.4429
2.79,21.6606,9.0374,23.0564,9.0399,21.9491,6.019,26.3926,3.6372,28.4427,3.5755,1.423,3.4657
2.8,21.9713,9.0928,23.0576,9.0851,22.2309,6.0498,26.887,3.7649,28.6826,3.7311,1.5294,3.5401
2.81,21.831,9.0605,23.2038,9.0358,22.0906,6.0463,27.1119,3.8129,28.7703,3.8668,1.4254,3.6129
2.82,21.8766,9.0958,23.1112,9.0128,22.1565,6.1167,27.184,3.905,28.796,3.8563,1.5242,3.7811
2.83,21.9095,9.0384,23.2294,9.0902,22.1808,6.0184,27.4144,4.0442,29.0385,3.9814,1.8024,3.9356
2.84,21.7408,9.0161,23.1985,9.0476,22.029,5.9892,27.4342,4.1224,28.8407,4.0147,1.6741,3.9119
2.85,21.9204,9.0885,23.1805,9.0364,22.1991,6.0904,27.5961,4.2234,29.141,4.1042,1.721,4.0268
2.86,21.9008,9.0626,23.1844,9.0869,22.1898,6.0719,27.6348,4.271,29.4074,4.3537,1.6947,4.0615
2.87,21.9118,9.1228,23.2961,9.1311,22.2565,6.0922,27.4927,4.324,29.3444,4.3189,1.7642,4.198
2.88,21.834,9.0543,23.3072,9.0936,22.2019,6.0567,27.7945,4.5145,29.5138,4.4778,1.9258,4.353
2.89,21.7168,9.0144,23.1264,9.1131,22.0634,6.0512,27.843,4.6211,29.4143,4.4996,1.8874,4.3583
2.9,21.9871,9.1119,23.25,9.1397,22.1703,6.0724,27.9624,4.7136,29.592,4.6095,1.9567,4.497
2.91,21.8555,9.0681,23.2942,9.0015,22.0709,6.0142,28.1379,4.7659,29.9523,4.7436,1.9676,4.5503
2.92,21.907,9.1076,23.2239,9.0557,22.175,6.0897,28.0488,4.8058,29.988,4.7923,1.9282,4.6494
2.93,21.907,8.989,23.2471,9.0631,22.3411,6.0644,28.2146,4.9398,30.1338,4.9258,2.1422,4.7957
2.94,21.6677,9.0254,23.1543,9.0296,22.08,6.0197,28.2732,5.0123,30.1844,4.9229,2.1865,4.8765
2.95,21.9119,9.1101,23.1085,8.9661,22.2049,6.0498,28.5093,5.1808,30.159,5.0431,2.2276,4.9236
2.96,21.9777,9.0603,23.2971,9.0942,22.1188,6.0121,28.6723,5.21,30.3886,5.2741,2.3044,5.0103
2.97,21.9298,9.0969,23.3482,9.0383,22.156,6.063,28.5661,5.2908,30.6957,5.2421,2.2606,5.0724
2.98,21.9067,9.0359,23.2494,9.0238,22.2,6.0841,28.8529,5.3771,30.815,5.3828,2.461,5.2301
2.99,21.834,9.0237,23.1521,9.1311,22.1437,6.0461,28.816,5.4807,30.8513,5.4278,2.5185,5.2756
3,22.0036,9.0242,23.298,9.1688,22.1554,6.0671,29.038,5.6026,30.8273,5.49,2.5938,5.4262
3.01,21.882,9.0603,23.2493,9.0521,22.081,6.0088,29.226,5.732,31.0749,5.6844,2.7065,5.4777
3.02,21.9101,9.1095,23.3001,9.107,22.1691,6.023,29.2208,5.7341,31.1378,5.7418,2.6873,5.52
3.03,21.8854,9.0496,23.3258,9.1126,22.3373,6.0872,29.28,5.8052,31.477,5.8362,2.8115,5.6804
3.04,21.8099,9.0138,23.1786,9.0361,23.5597,6.0514,29.4147,5.9283,31.5908,5.8834,2.8488,5.7776
3.05,22.001,9.0731,23.296,9.0133,23.4272,6.1594,29.5999,6.076,31.5749,5.9543,2.8779,5.8929
3.06,21.9082,9.1068,23.2728,9.0281,23.7306,6.19,29.744,6.1742,31.795,6.1052,3.1204,5.9362
3.07,21.8887,9.1105,23.3524,9.0402,24.202,6.257,29.8058,6.1708,31.9322,6.1553,3.0019,5.9892
3.08,21.922,9.0726,23.3275,9.0182,24.9438,6.4482,29.9467,6.3461,32.1483,6.2982,3.1639,6.1451
3.09,21.8373,9.0221,23.206,9.0876,25.5589,6.5049,30.0751,6.3771,32.4117,6.3822,3.1585,6.2236
3.1,21.9365,9.0972,23.3433,9.0417,26.3721,6.5817,30.2459,6.5119,32.185,6.3356,3.491,6.3716
3.11,21.931,9.1038,23.266,9.0339,26.6627,6.6497,30.4502,6.647,32.6677,6.5669,3.5146,6.4393
3.12,22.029,9.1098,23.3741,9.1339,27.0719,6.7226,30.5065,6.6736,32.7243,6.6136,3.4648,6.4454
3.13,21.8936,9.0393,23.4006,9.141,27.6052,6.8801,30.6707,6.7326,32.8926,6.7409,3.6874,6.6384
3.14,21.7501,9.0505,23.128,9.0418,27.791,6.9113,30.7181,6.8113,33.141,6.8307,3.7414,6.6659
3.15,22.0211,9.1178,23.3934,9.0594,28.1654,7.0709,30.8462,6.9307,33.0675,6.8173,3.7494,6.8086
3.16,21.9126,9.0238,23.3036,9.0585,28.3753,7.1121,31.2074,7.0798,33.333,6.9952,4.0479,6.9119
3.17,21.9618,9.1696,23.4271,9.0478,28.1346,7.1684,31.2447,7.1083,33.5876,7.0749,3.9696,6.9102
3.18,21.9257,9.0348,23.3721,8.9994,28.6683,7.3179,31.477,7.2143,33.5685,7.2394,4.1365,7.047
3.19,21.7666,9.0429,23.1543,9.051,28.6906,7.3274,31.4959,7.2466,33.9136,7.2754,4.182,7.0894
3.2,22.004,9.1481,23.4141,9.0185,28.9484,7.5463,31.7921,7.4277,33.915,7.3311,4.4221,7.2607
3.21,21.9523,9.0671,23.3683,9.0078,29.1672,7.6307,32.039,7.5623,34.1121,7.4456,4.6365,7.3846
3.22,22.0454,9.1048,23.5895,9.0839,29.1083,7.6243,32.0441,7.5767,34.1972,7.5111,4.597,7.3889
3.23,21.8856,9.0539,23.4407,9.0424,29.4171,7.7928,32.3659,7.7403,34.4404,7.6567,4.7693,7.5141
3.24,21.7805,9.0092,23.1965,9.1097,29.518,7.8174,32.3898,7.7344,34.6795,7.7418,4.8192,7.5448
3.25,21.9688,9.1119,23.494,9.1135,29.7255,7.9603,32.5446,7.8534,34.7029,7.7976,4.9759,7.669
3.26,21.9532,9.0815,23.3631,9.1326,30.0115,8.1026,32.9097,7.9394,34.9606,7.8772,5.2445,7.8175
3.27,22.029,9.0943,23.5348,9.0562,30.037,8.1035,33.015,8.0218,34.9768,8.0192,5.2964,7.8688
3.28,22.0087,9.06,23.4247,9.1162,30.2796,8.2286,33.3306,8.1755,35.1912,8.1631,5.4504,7.9596
3.29,21.8241,9.0137,23.2647,9.0875,30.2988,8.2781,33.4585,8.1967,35.5291,8.2852,5.544,7.9989
3.3,21.98,9.0579,23.4056,9.0566,30.4651,8.3978,33.5138,8.2878,35.5664,8.2612,5.6973,8.1132
3.31,22.004,9.1033,23.2897,9.029,30.867,8.5271,33.8854,8.4424,35.7129,8.3892,5.9928,8.3216
3.32,22.0671,9.0835,23.5321,9.0922,31.0313,8.6019,33.8767,8.4798,35.6404,8.4247,6.0044,8.3283
3.33,22.0209,9.0442,23.411,9.0368,31.2222,8.7129,34.3183,8.6097,35.9476,8.5831,6.257,8.4377
3.34,21.8695,9.0324,23.2066,9.0667,31.1375,8.74,34.4381,8.6516,36.25,8.7034,6.2938,8.4813
3.35,22.0648,9.0981,23.4031,9.0965,31.4972,8.8404,34.478,8.6979,36.2163,8.7045,6.3686,8.5841
3.36,21.834,9.0512,23.439,9.0726,31.4645,9.0045,34.8946,8.8772,36.383,8.8086,6.7718,8.7414
3.37,22.029,9.0577,23.4457,9.0438,30.5405,9.0155,34.7587,8.9739,36.5909,8.8573,6.8721,8.7539
3.38,22.0119,9.0894,23.406,9.1219,30.9903,9.0529,33.7203,8.9936,35.5905,8.9767,7.1641,8.9147
3.39,21.8286,9.0112,23.3003,9.1275,30.6611,9.0566,34.2959,9.0468,35.7506,9.0767,7.024,8.906
3.4,21.9665,9.0783,23.4006,9.0627,30.3235,9.0273,33.7227,9.0238,35.505,9.0599,5.9957,8.9764
3.41,22.0538,9.0128,23.3532,9.1142,30.1588,9.1014,33.6288,9.1011,35.1783,9.0629,6.9823,9.072
3.42,22.0359,9.0486,23.4032,9.1118,29.8181,9.0593,33.1926,9.0633,34.8525,9.0906,7.0983,9.0533
3.43,22.004,9.0563,23.5356,9.0358,29.7856,9.1181,33.0669,9.0881,34.5547,9.0877,7.2705,9.0912
3.44,21.829,9.015,23.2793,9.0227,29.4848,9.0924,32.7239,9.0975,34.1394,9.1712,7.2932,9.0551
3.45,21.9424,9.0802,23.494,9.0903,29.1567,9.0159,32.4923,9.0427,33.943,8.9923,7.1049,9.0501
3.46,21.9964,9.0527,23.3884,9.0215,29.104,9.0933,32.3514,9.0816,33.772,9.0771,7.2084,9.0986
3.47,22.0622,9.1139,23.4118,9.0851,28.9712,9.0605,32.0805,9.0468,33.4482,9.0283,7.234,9.1214
3.48,21.9238,9.0932,23.5502,9.0932,28.7628,9.1339,32.0313,9.0857,33.186,9.0235,7.2518,9.1171
3.49,21.8499,9.0278,23.323,9.0832,28.9249,9.098,32.0143,9.1032,33.2743,9.1273,7.2749,9.0817
3.5,21.9946,9.0767,23.4532,9.0321,28.7147,9.0095,31.6869,9.0087,33.0306,9.0419,6.9203,9.0245
3.51,21.9694,9.0519,23.4548,9.0943,28.694,9.0753,31.5574,9.0986,32.8737,9.0696,7.1804,9.0726
3.52,21.9885,9.0972,23.4798,9.1237,28.4586,9.1045,31.5233,9.0221,32.8451,9.0479,7.088,9.0706
3.53,21.9376,9.0536,23.543,9.0608,28.5545,9.0961,31.5673,9.1172,32.6075,9.0449,7.1184,9.1156
3.54,21.8503,9.0314,23.3072,9.1032,28.4706,9.1339,31.4885,9.114,32.6402,9.0998,7.0595,9.1128
3.55,22.0322,9.108,23.469,9.0726,28.4167,9.0717,31.3627,9.0687,32.5121,9.068,6.9156,9.0351
3.56,22.0135,9.0557,23.4358,9.0403,28.3686,9.0726,31.2613,9.0815,32.4898,9.1189,7.0781,9.0452
3.57,22.0274,9.0907,23.518,9.0128,28.1683,9.019,31.0745,9.0436,32.3573,9.0726,6.9863,9.0858
3.58,22.0139,9.048,23.5662,9.0646,28.1942,9.0873,31.135,9.0825,32.1018,9.0251,7.0166,9.1473
3.59,21.819,9.0382,23.3816,9.041,28.3552,9.1441,31.1961,9.1156,32.2401,9.1327,7.1546,9.1136
3.6,22.0954,9.09,23.4352,9.0338,28.2148,9.0605,31.0709,9.0615,32.2083,9.0844,6.8803,9.0299
3.61,22.0127,9.0573,23.4613,9.1247,28.2436,9.0862,31.0226,9.0803,31.9919,9.0918,6.994,9.0952
3.62,21.9301,9.0934,23.4973,9.1502,28.1472,9.0457,30.8395,9.0608,32.1017,9.064,6.8875,9.0627
3.63,22.0847,9.0533,23.5463,9.0474,28.039,9.0413,30.8251,9.0577,31.7461,9.0042,6.8232,9.1094
3.64,21.8898,8.9891,23.3974,9.1331,28.1843,9.1175,30.9344,9.1195,31.9812,9.0906,7.0154,9.0654
3.65,21.9775,9.0509,23.4666,9.0972,28.1626,9.1045,30.8241,9.0589,31.8841,9.085,6.917,9.0455
3.66,21.9448,9.0605,23.3802,9.0271,28.1407,9.1057,30.7508,9.0844,31.795,9.0627,6.932,9.1167
3.67,22.078,9.0838,23.4652,9.0843,28.0848,9.0482,30.6476,9.0239,31.8487,9.0943,6.8783,9.0652
3.68,22.0756,9.0635,23.64,9.0821,27.8848,8.9916,30.6032,9.0682,31.6014,9.053,6.8422,9.0924
3.69,21.8172,9.0171,23.3312,9.0289,28.1695,9.0909,30.8901,9.1306,31.6167,9.0808,7.035,9.1393
3.7,22.0554,9.096,23.479,8.9786,28.0195,9.0388,30.623,9.0629,31.5358,9.0926,6.9048,9.0605
3.71,21.9924,9.0605,23.5826,9.074,28.0225,9.1339,30.6294,9.066,31.672,9.1008,6.9383,9.0798
3.72,21.9572,9.103,23.5547,9.0437,28.0499,9.0926,30.4923,8.9866,31.6915,9.1137,6.8764,9.0726
3.73,22.0901,9.0419,23.6155,9.0718,27.8079,9.0175,30.3401,9.0829,31.2897,9.0441,6.7615,9.104
3.74,21.8581,9.0789,23.4815,9.0972,27.8978,9.0335,30.6017,9.136,31.486,9.0984,6.9999,9.1147
3.75,22.0282,9.079,23.505,9.112,27.9612,9.0611,30.4606,9.0552,31.4515,9.073,6.9348,9.0726
3.76,22.0275,9.0417,23.4804,9.1032,27.9075,9.1094,30.525,9.0605,31.399,9.1335,6.8803,9.0966
3.77,22.0405,9.0983,23.5904,9.1099,27.9561,9.1058,30.4249,9.0479,31.5702,9.102,6.8205,9.0608
3.78,22.0558,9.082,23.4078,9.1249,27.8304,9.021,30.2619,9.0391,31.3511,9.0171,6.697,9.0101
3.79,21.8859,9.0162,23.3883,9.067,27.8765,9.0862,30.3558,9.1176,31.1819,9.0507,6.9369,9.1381
3.8,22.0249,9.0993,23.5384,9.0718,27.7026,9.0529,30.3718,9.0605,31.2991,9.0515,6.8313,9.0329
3.81,22.013,9.0716,23.5293,9.0726,27.839,9.0808,30.354,9.1496,31.239,9.1044,6.7676,9.105
3.82,22.0562,9.1176,23.6346,9.0486,27.8677,9.1453,30.2324,9.0238,31.2208,9.0981,6.8521,9.0455
3.83,22.1001,9.0827,23.5866,9.0112,27.6938,8.9878,30.0683,9.0358,31.148,9.0653,6.6982,9.0686
3.84,21.8021,9.0447,23.4796,9.0262,27.7442,9.0737,30.2838,9.0837,31.1507,9.0572,6.9578,9.0965
3.85,22.0008,9.0972,23.476,9.0506,27.693,9.0631,30.186,9.0704,31.0274,9.0556,6.7382,9.083
3.86,21.9865,9.0564,23.508,9.0498,27.6031,9.0728,30.2019,9.1032,31.013,9.056,6.8864,9.1011
3.87,22.0328,9.0996,23.646,9.096,27.7816,9.0993,30.208,9.0358,31.1906,9.1483,6.9186,9.045
3.88,22.1072,9.0726,23.5716,9.128,27.7315,9.0686,29.9424,9.0341,30.9792,9.0358,6.4849,9.0419
3.89,21.897,9.031,23.5084,9.0432,27.6024,9.0726,30.1072,9.0934,30.9126,9.0851,6.8898,9.0917
3.9,22.029,9.0525,23.4928,9.0972,27.6604,9.028,30.0485,9.0231,30.916,9.0367,6.8423,9.0847
3.91,22.0366,9.0574,23.4879,9.1374,27.5032,9.0338,30.082,9.1183,30.9167,9.0485,6.8204,9.0762
3.92,22.029,9.102,23.5819,9.0771,27.595,9.1106,30.1281,9.0426,30.964,9.1218,6.8079,9.067
3.93,22.0379,9.102,23.6468,9.0477,27.581,9.0679,29.9244,9.0027,30.8352,9.0387,6.6395,9.0163
3.94,21.8694,8.9712,23.494,9.1013,27.5939,9.0966,29.9504,9.1098,30.8465,9.1017,6.893,9.1063
3.95,22.029,9.0939,23.4018,9.0224,27.6185,9.0558,29.8942,9.0767,30.732,9.0389,6.7371,9.0851
3.96,22.0702,9.0445,23.5842,8.9993,27.3917,9.04,30.0095,9.1206,30.7049,9.0405,6.6617,9.1322
3.97,22.0611,9.1177,23.5601,9.0726,27.554,9.089,30.0556,9.0735,30.9128,9.1126,6.9167,9.0791
3.98,22.1821,9.0844,23.4944,9.0756,27.498,9.0649,29.8204,9.0361,30.745,9.0458,6.6876,8.9995
3.99,21.9881,9.0196,23.4448,9.0313,27.5673,9.1257,29.8946,9.0949,30.72,9.0726,6.7779,9.0856
4,22.0368,9.0685,23.5832,9.1356,27.5506,9.0761,29.8132,9.0649,30.7263,9.0573,6.795,9.0963
