Time (s),F51 (N),L51 (mm),F52 (N),L52 (mm),F53 (N),L53 (mm),F55 (N),L55 (mm),F57 (N),L57 (mm),F58 (N),L58 (mm)
10.7,0.3669,9.1182,5.8456,9.0195,6.6482,9.0112,9.1446,9.0851,10.4298,9.0911,6.0526,9.0528
10.71,0.52,9.0698,5.7109,9.0833,6.5932,9.0406,9.2782,9.08,10.6195,9.1427,6.1807,9.1154
10.72,0.3117,8.9944,5.741,9.0353,6.8008,9.1099,9.1139,9.0114,10.4473,9.0336,6.1485,9.0624
10.73,0.418,9.0706,5.7449,9.0138,6.7613,9.0282,9.1155,9.0957,10.4825,9.0438,5.989,8.9756
10.74,0.2561,9.0316,5.769,9.0872,6.8087,9.0783,9.1778,9.0371,10.3947,9.0088,6.0805,9.0928
10.75,0.3293,9.1075,5.8234,9.1175,6.6505,9.0385,9.2127,9.1027,10.4129,9.0877,6.0736,9.0538
10.76,0.569,9.0696,5.867,9.0912,6.6524,9.0211,9.1454,9.1035,10.4653,9.1055,6.1639,9.13
10.77,0.3646,9.0433,5.7054,9.0854,6.843,9.1152,9.106,9.0271,10.5203,9.0412,6.1023,9.0446
10.78,0.442,9.0874,5.74,9.064,6.7694,9.0476,9.1422,9.0679,10.479,9.071,6.087,9.0117
10.79,0.3441,9.053,5.7251,9.0339,6.7926,9.0851,9.1158,9.0439,10.3903,9.0568,6.0841,9.0815
10.8,0.3825,9.0946,5.8265,9.0335,6.6669,9.0561,9.0483,9.0843,10.3674,9.0615,6.062,9.0539
10.81,0.553,9.0739,5.8394,9.0365,6.574,8.9955,9.2646,9.0686,10.554,9.146,6.1402,9.1047
10.82,0.311,9.0047,5.6691,9.0113,6.7361,9.0726,9.0565,9.0316,10.409,9.0484,6.209,9.0708
10.83,0.422,9.0479,5.769,9.0134,6.77,9.0288,9.0719,9.064,10.4347,9.0726,6.0078,9.0315
10.84,0.4735,9.0299,5.7143,9.109,6.77,9.0848,9.0948,9.0507,10.3431,9.0133,6.1389,9.0639
10.85,0.41,9.0942,5.757,9.1254,6.8433,9.0563,9.1006,9.0682,10.3158,9.0771,6.0871,9.0418
10.86,0.4833,9.0603,5.916,9.0395,6.5694,9.0232,9.2533,9.1173,10.3987,9.1245,6.1883,9.0902
10.87,0.3174,9.0086,5.7087,9.1033,6.746,9.0558,8.9933,9.0701,10.3854,9.0325,6.1822,9.1369
10.88,0.374,9.1237,5.7366,9.0948,6.7557,9.0431,9.0689,9.1204,10.4218,9.1163,6.1132,8.9766
10.89,0.3383,9.0391,5.7268,9.0437,6.7623,9.0617,9.0701,8.9771,10.3584,9.0358,6.082,9.0556
10.9,0.276,9.0925,5.7487,9.0408,6.8896,9.0998,8.967,9.0684,10.2809,9.0266,6.0441,9.0605
10.91,0.5379,9.085,5.8248,9.0918,6.717,9.0131,9.2803,9.1068,10.4114,9.1038,6.1135,9.0269
10.92,0.381,9.0134,5.7273,9.0605,6.7198,9.0643,9.089,9.095,10.3023,9.0358,6.2769,9.1104
10.93,0.3396,9.112,5.769,9.0266,6.6434,9.0311,9.1319,9.0738,10.3456,9.1124,5.9961,9.0456
10.94,0.2493,9.0577,5.7564,9.0714,6.746,9.0521,9.089,9.0409,10.2564,9.0192,6.111,9.0726
10.95,0.3839,9.0595,5.769,9.031,6.6507,9.0965,8.8578,9.0544,10.2642,9.0222,5.916,9.0515
10.96,0.569,9.0622,5.7846,8.9991,6.6567,9.0479,9.212,9.1271,10.3654,9.031,6.104,9.0811
10.97,0.3818,9.0071,5.7291,9.0546,6.77,9.0887,9.0711,9.0358,10.335,9.1097,6.2722,9.1193
10.98,0.4635,9.0644,5.7532,9.0913,6.6755,9.0552,9.138,9.115,10.383,9.0972,6.0881,9.0358
10.99,0.3409,9.0522,5.7034,9.0744,6.648,9.009,9.0473,9.0201,10.3652,9.062,6.0648,9.0681
11,0.3321,9.1091,5.7928,9.1023,6.7373,9.0809,9.0847,9.0402,10.1427,8.989,6.0321,9.0379
11.01,0.5373,9.0692,5.8782,9.1077,6.6058,9.0401,9.0055,9.1312,10.4011,9.0726,6.0958,9.0587
11.02,0.4156,9.0211,5.6242,9.0167,6.7014,9.095,8.9259,9.0468,10.2936,9.0403,6.0705,9.1282
11.03,0.3517,9.0435,5.7886,9.0822,6.7003,9.0634,9.0899,9.0125,10.4307,9.1078,6.0952,9.0625
11.04,0.374,9.0238,5.7633,9.0857,6.6817,9.049,8.9833,9.05,10.3403,9.0631,5.9619,9.0808
11.05,0.3758,9.0804,5.8393,9.0013,6.7866,9.092,8.9634,9.0183,10.2011,9.0112,6.1344,9.0119
11.06,0.4864,9.0764,5.842,9.0203,6.7264,9.0605,9.1525,9.0919,10.3448,9.0798,6.0365,9.0419
11.07,0.3442,9.0088,5.7152,9.0694,6.746,9.0797,9.111,9.034,10.2814,9.0479,6.1793,9.1168
11.08,0.364,9.0826,5.7594,9.0089,6.7687,9.0475,9.1227,9.0647,10.3422,9.1243,6.0232,9.0454
11.09,0.3245,9.0479,5.6811,9.0045,6.614,8.986,9.0748,9.0408,10.4204,9.0648,6.1668,9.0813
11.1,0.3576,9.1465,5.8855,9.0819,6.7619,9.0864,8.943,9.0617,10.3055,8.9969,5.975,9.0238
11.11,0.422,9.0668,5.9055,9.0966,6.6973,9.0358,9.052,9.0897,10.1576,9.0767,5.9121,9.0268
11.12,0.3807,9.0024,5.5978,9.0847,6.7112,9.1048,9.0448,9.0605,10.212,9.049,6.1474,9.1151
11.13,0.4328,9.0256,5.794,9.0797,6.8316,9.0638,9.1145,9.0932,10.2615,9.0965,6.0481,9.0684
11.14,0.392,9.0605,5.688,9.1469,6.6389,9.0052,9.0881,9.0326,10.41,9.0807,6.1267,9.0766
11.15,0.3303,9.1098,5.8233,9.0563,6.709,9.0359,8.9622,8.9988,10.2085,9.0256,5.9509,9.0379
11.16,0.4601,9.0828,5.8938,9.0045,6.648,9.039,9.0376,9.09,10.286,9.0708,5.9151,9.0382
11.17,0.3625,9.0215,5.7274,9.0605,6.6854,9.1277,8.8784,9.0726,10.2392,9.0446,6.1381,9.1158
11.18,0.4994,9.0538,5.7156,9.0112,6.8647,9.1033,9.1377,9.1218,10.261,9.1011,6.1338,9.0581
11.19,0.3259,9.0655,5.7591,8.9929,6.648,9.0477,9.0905,9.0044,10.3153,9.0899,6.1582,9.0981
11.2,0.4126,9.1038,5.7596,9.0583,6.7163,9.0781,8.94,9.0038,10.1752,9.0294,6.1182,8.9794
11.21,0.4368,9.1091,5.8303,9.0355,6.6308,9.0208,8.9222,9.0581,10.2238,9.0778,5.9371,8.9803
11.22,0.3127,8.9987,5.6707,9.0304,6.6373,9.0982,9.0398,9.0695,10.1725,9.0238,6.093,9.0759
11.23,0.398,9.0358,5.7936,9.0632,6.73,9.1281,9.0982,9.0969,10.2217,9.0607,6.021,9.0775
11.24,0.3124,9.0293,5.7571,9.1034,6.7114,9.0529,9.0633,9.067,10.3033,9.0994,6.1406,9.0996
11.25,0.4097,9.0966,5.7439,9.0436,6.7364,9.0557,8.9493,9.037,10.136,9.0472,6.0477,9.0705
11.26,0.5214,9.0862,5.8453,9.1051,6.6646,9.0275,8.979,9.0658,10.186,9.0726,5.9932,9.0057
11.27,0.3225,9.0314,5.6879,9.1328,6.5538,9.0022,8.9208,9.0391,10.1726,9.049,6.0505,9.0301
11.28,0.3879,9.0825,5.7711,9.04,6.5861,9.1162,8.9301,9.0972,10.0919,9.0732,6.0358,8.9927
11.29,0.2986,9.0568,5.7051,9.034,6.6429,9.0148,9.124,9.0463,10.3081,9.1228,6.1054,9.1017
11.3,0.4425,9.0972,5.8135,9.0735,6.7539,9.0972,8.9595,9.0304,10.2095,9.0714,6.2415,9.1038
11.31,0.5287,9.1015,5.8721,9.0119,6.6643,9.0413,9.041,9.0784,10.237,9.0625,5.9265,9.008
11.32,0.4278,9.0317,5.734,9.0246,6.599,8.9686,8.9496,9.0391,10.1695,9.0189,6.0873,9.0475
11.33,0.3703,9.0465,5.8044,9.0298,6.7356,9.1145,8.8511,9.145,10.1006,9.0064,6.038,9.0456
11.34,0.321,9.0621,5.6889,9.026,6.6161,9.0134,9.137,9.1223,10.2209,9.1334,6.052,9.1101
11.35,0.3619,9.0955,5.7512,9.0618,6.7911,9.1313,8.8828,9.07,10.1457,9.0501,6.1547,9.1098
11.36,0.5143,9.0894,5.8264,9.0721,6.7038,9.0911,8.9754,9.0584,10.1237,9.0845,5.8667,9.0428
11.37,0.4024,9.028,5.656,9.1165,6.5642,8.9687,8.894,9.0306,10.1706,9.0126,5.9459,9.0648
11.38,0.4567,9.0578,5.7546,9.0113,6.7317,9.076,8.8965,9.1034,10.0833,8.9832,6.0484,9.0306
11.39,0.349,9.0383,5.6316,9.1204,6.7137,9.0497,9.1402,9.0985,10.2691,9.1211,6.025,9.0907
11.4,0.3473,9.1021,5.7733,9.0959,6.7508,9.1013,8.967,9.0571,10.115,9.0512,6.241,9.1115
11.41,0.5109,9.0586,5.8508,9.0476,6.819,9.0694,9.0038,9.0541,10.1255,9.09,6.0761,9.0358
11.42,0.325,9.0434,5.6837,9.0527,6.648,9.0261,8.905,9.0328,10.175,9.0221,6.0845,9.0491
11.43,0.429,9.0907,5.7782,9.076,6.7156,9.0507,8.9645,9.0909,9.9997,9.0358,5.9986,9.016
11.44,0.3893,9.0281,5.7377,8.9859,6.6216,9.0581,9.0145,9.1059,10.2126,9.1097,6.001,9.0756
11.45,0.3594,9.0726,5.8025,9.0217,6.599,9.0746,8.8758,9.0447,10.1583,9.0837,6.1624,9.1435
11.46,0.528,9.1244,5.8337,9.0149,6.8216,9.1224,8.9319,9.0829,10.225,9.1188,6.0845,9.0479
11.47,0.325,9.0071,5.7198,9.0351,6.6643,9.0573,8.8672,9.0265,10.1729,9.045,6.0894,9.0726
11.48,0.414,9.0318,5.745,9.0218,6.7247,9.0802,9.0398,9.0496,9.9377,9.0143,6.0259,9.0345
11.49,0.2843,9.0398,5.6871,9.0949,6.6813,9.0317,9.0632,9.1216,10.1486,9.0803,5.9647,9.0421
11.5,0.3724,9.1137,5.7135,9.0838,6.4689,9.0465,8.9879,8.9766,10.166,9.0819,6.2099,9.0939
11.51,0.5525,9.0779,5.8591,9.0542,6.711,9.1121,8.8288,9.0468,10.1908,9.052,6.0574,9.0653
11.52,0.3365,9.0282,5.7616,9.092,6.723,9.0361,8.9066,9.0384,10.1761,9.0544,6.1214,9.077
11.53,0.4905,9.0715,5.698,9.0851,6.7283,9.1098,8.8152,9.0169,10.0445,8.9987,5.964,9.0169
11.54,0.349,9.046,5.7418,9.0406,6.6146,9.0146,8.9657,9.0479,10.1349,9.0972,5.9322,9.0586
11.55,0.318,9.0833,5.7341,9.0458,6.6193,9.0657,8.9528,9.0694,10.0301,9.0605,6.175,9.0576
11.56,0.5837,9.0746,5.769,9.0758,6.7094,9.0606,8.9789,9.0752,10.0835,9.1585,6.0052,9.0633
11.57,0.2915,9.0136,5.6981,9.0112,6.7057,9.0479,8.9134,9.0612,10.1554,9.082,6.1406,9.0851
11.58,0.4534,9.0726,5.6569,8.9919,6.6743,9.0884,8.8742,9.0108,10.0735,8.9693,6.0068,9.0337
11.59,0.3318,9.0151,5.6838,9.0791,6.7096,9.0223,8.967,9.0722,10.1162,9.0863,5.9162,8.9872
11.6,0.4041,9.0944,5.8001,9.0404,6.5758,9.0359,8.9559,9.0661,10.0649,8.9996,6.1063,9.1011
11.61,0.4163,9.1157,5.8368,9.0113,6.7544,9.0573,8.9085,9.0726,10.1631,9.0851,6.0519,9.0564
11.62,0.3432,9.0148,5.7514,9.1655,6.672,9.0574,8.941,9.0024,10.1604,9.1253,6.1161,9.0735
11.63,0.3549,9.0509,5.769,9.0778,6.6359,9.0773,8.7803,9.0129,10.017,9.0069,6.1771,9.0413
11.64,0.3168,9.0414,5.7015,9.0437,6.7695,9.0727,8.8944,9.0114,10.0703,9.0693,5.8933,9.0068
11.65,0.4063,9.1245,5.7088,9.0944,6.5352,9.0066,8.9159,9.0574,9.9197,9.0479,6.1214,9.0884
11.66,0.5356,9.0919,5.8514,9.1059,6.7041,9.0851,8.9858,9.0636,10.159,9.0924,6.122,9.0545
11.67,0.3688,9.0307,5.7965,9.0351,6.8261,9.0323,8.9223,9.0476,10.2235,9.0888,6.115,9.0995
11.68,0.3887,9.0654,5.6808,9.0077,6.7432,9.0368,8.6325,9.0145,10.0056,9.0188,6.1818,9.0767
11.69,0.2662,9.0285,5.5629,9.0733,6.7262,9.0752,8.9434,9.0607,10.0561,9.0851,5.9626,8.9286
11.7,0.3719,9.0851,5.7737,8.9991,6.6047,9.0337,8.973,9.0652,9.9767,9.0437,6.1206,9.1121
11.71,0.4513,9.1206,5.8377,9.03,6.4858,9.0726,8.967,9.1384,10.0377,9.0745,6.0409,9.0373
11.72,0.374,9.0394,5.7406,9.1098,6.648,9.0305,8.9569,9.0875,10.1772,9.1234,6.2055,9.0972
11.73,0.3935,9.0541,5.769,9.0584,6.6936,9.0805,8.748,8.9959,10.0056,9.063,6.0184,9.0619
11.74,0.349,9.0579,5.6999,9.0439,6.77,9.1079,8.8612,9.0609,10.0375,9.0547,5.969,9.0642
11.75,0.3678,9.0908,5.7917,9.0447,6.6278,9.0569,8.8242,9.0569,9.993,9.0231,6.0826,9.0929
11.76,0.5165,9.1145,5.818,9.1169,6.7404,9.0243,8.9214,9.1044,9.9157,9.083,5.94,9.0328
11.77,0.4048,9.0691,5.696,9.0358,6.5832,9.0868,8.9379,9.0567,10.1663,9.1194,6.0634,9.1018
11.78,0.4122,9.1169,5.6809,9.0761,6.5401,9.0333,8.8026,9.0101,10.0289,9.0517,6.2769,9.102
11.79,0.4524,9.0373,5.6991,9.0796,6.7137,9.1303,8.9184,9.0482,10.026,9.0441,6.0071,9.0221
11.8,0.2878,9.0771,5.845,9.0145,6.6922,9.0515,8.821,9.0348,10.0176,9.0373,6.0733,9.0324
11.81,0.5255,9.0712,5.8799,8.9991,6.7251,9.0885,8.9645,9.0799,9.9565,9.0798,6.0285,9.0466
11.82,0.3713,9.0332,5.671,9.115,6.5841,9.0238,8.967,9.081,10.1594,9.1312,6.077,9.1098
11.83,0.4689,9.0826,5.7666,8.9926,6.4903,9.0157,8.8393,9.0325,9.9787,9.0358,6.1071,9.1237
11.84,0.2955,9.0261,5.7246,9.0485,6.6567,9.0267,8.8772,9.0813,10.0328,9.0748,5.8536,9.0281
11.85,0.291,9.1015,5.7733,9.0507,6.7164,9.0502,8.8182,9.0547,9.9978,9.0238,6.1559,9.0736
11.86,0.545,9.0952,5.8591,9.0577,6.6857,9.0828,8.9463,9.0674,9.9189,9.081,5.8683,9.0479
11.87,0.3268,9.0313,5.7128,9.0564,6.7044,9.0642,8.943,9.0911,10.1817,9.0888,5.9858,9.0827
11.88,0.3914,9.0391,5.8604,9.1067,6.6025,9.0306,8.894,9.0405,10.017,9.0431,6.1772,9.1551
11.89,0.3965,9.0358,5.6695,9.1236,6.6939,9.0998,8.9248,9.0377,9.8777,9.1006,6.0235,9.0622
11.9,0.353,9.0746,5.8394,9.0485,6.6801,9.044,8.8133,9.0395,9.9663,8.9781,5.8949,9.0657
11.91,0.5427,9.1092,5.8191,9.0785,6.736,9.1173,8.851,9.0724,9.8719,9.0245,5.9755,9.0741
11.92,0.396,9.0348,5.601,9.1436,6.7562,9.0657,9.0074,9.1335,10.0473,9.1071,5.9676,9.093
11.93,0.3963,9.0487,5.7483,9.0314,6.623,8.9514,8.815,9.0564,10.1159,9.0523,6.1468,9.1278
11.94,0.3283,9.0245,5.769,9.0248,6.6031,9.0318,8.8929,9.0605,10.0198,9.142,6.0416,9.0479
11.95,0.3025,9.0962,5.7955,9.0491,6.5921,9.0358,8.8926,9.0114,10.09,9.0203,6.013,9.0678
11.96,0.568,9.0849,5.793,9.0358,6.7492,9.0952,8.845,9.0448,9.822,9.0422,6.013,9.0447
11.97,0.4215,9.036,5.5019,8.9786,6.6658,9.0987,9.0227,9.1163,9.993,9.1126,5.8751,9.0357
11.98,0.4219,9.0479,5.794,9.1247,6.6467,9.0467,8.8541,9.0384,10.0126,9.0587,6.1016,9.1325
11.99,0.2524,9.0722,5.623,9.0334,6.6348,9.0726,8.8837,9.0652,10.0416,9.1279,6.0141,9.0013
12,0.2267,9.109,5.7672,9.0355,6.5775,9.0479,8.8323,9.0478,9.9362,9.0673,6.1586,9.0744
12.01,0.422,9.086,5.9376,9.0726,6.5495,9.0839,8.7748,9.0309,9.9018,9.0238,6.018,9.0605
12.02,0.3515,9.0482,5.6242,9.1289,6.7914,9.1252,8.9722,9.0921,9.9498,9.0623,5.916,9.0393
12.03,0.3796,9.0722,5.7224,9.1066,6.6174,9.0479,8.8605,9.0451,9.968,9.0485,6.0987,9.1339
12.04,0.3999,9.0228,5.6691,9.0589,6.7442,9.0652,8.8507,9.073,10.0287,9.0917,6.0235,9.0644
12.05,0.2715,9.0732,5.7427,9.0723,6.7083,9.0358,8.8289,8.9664,10.0546,9.0519,6.0816,9.0555
12.06,0.5174,9.1313,5.7927,9.0315,6.5441,9.0494,8.7503,9.0464,9.7768,8.9898,6.1097,9.0475
12.07,0.3044,9.0365,5.6989,9.0442,6.6721,9.1218,8.8204,9.0924,9.8471,9.1093,5.8755,9.0313
12.08,0.4236,9.0645,5.794,9.0864,6.5532,9.0574,8.8385,9.0358,9.9699,9.0851,6.0105,9.154
12.09,0.3561,9.0753,5.664,9.0083,6.7207,9.0726,8.8957,9.0693,9.9968,9.1184,5.9963,9.0406
12.1,0.2864,9.0821,5.7612,9.0107,6.6168,9.0312,8.8698,9.0604,10.0568,9.0901,6.0507,9.0698
12.11,0.5585,9.1543,5.7919,9.0558,6.5561,9.0083,8.7051,8.9991,9.8968,9.0029,6.1224,9.0736
12.12,0.4266,9.0335,5.7645,9.0674,6.7122,9.1106,8.9127,9.1076,9.895,9.0688,5.944,9.0011
12.13,0.3956,9.0839,5.769,9.0567,6.5616,9.0417,8.8799,9.0605,9.9643,9.0162,6.1108,9.0974
12.14,0.3302,9.0277,5.7148,9.105,6.6984,9.0477,8.8562,9.079,10.0082,9.0917,5.9873,9.0718
12.15,0.3222,9.0931,5.7367,9.1034,6.6218,9.0381,8.869,9.0357,10.09,9.0914,5.989,9.0955
12.16,0.447,9.1174,5.8093,9.0398,6.6338,9.0009,8.748,9.0262,9.7937,9.0033,6.1424,9.093
12.17,0.38,9.0268,5.6588,9.047,6.6519,9.0859,8.9338,9.0671,9.895,9.0899,5.8845,9.0097
12.18,0.4437,9.0528,5.7233,9.117,6.6015,9.0714,8.809,9.0354,9.9891,9.0464,6.0867,9.0726
12.19,0.3103,9.0289,5.7518,9.0219,6.5609,9.1098,8.9367,9.0749,9.8547,9.123,6.0056,9.055
12.2,0.3527,9.0394,5.7547,9.0172,6.7068,9.0769,8.8441,9.091,10.038,9.0316,6.0609,9.0846
12.21,0.5238,9.1079,5.8559,9.0845,6.511,9.0047,8.7337,9.0025,9.9539,9.0334,6.1438,9.0944
12.22,0.3864,9.0961,5.692,9.031,6.6339,9.103,8.9597,9.0726,9.8966,9.0593,5.9882,9.0104
12.23,0.3571,9.0584,5.7934,9.0586,6.624,9.0323,8.8624,9.0574,9.92,9.0238,6.0881,9.0851
12.24,0.3533,9.0477,5.6511,9.0516,6.6153,9.0972,9.0214,9.0759,9.846,9.0691,5.9734,9.0308
12.25,0.3433,9.0402,5.7602,9.1004,6.7199,9.1076,8.8717,9.0833,10.0536,9.1199,5.9727,9.0987
12.26,0.4928,9.1494,5.8135,9.0238,6.5788,9.0479,8.725,8.9891,9.9627,9.0167,6.1819,9.1087
12.27,0.2848,9.0159,5.7644,9.0823,6.6774,9.058,8.8424,9.0739,9.909,9.0605,5.967,9.0961
12.28,0.422,9.0187,5.7155,9.1207,6.6317,9.044,8.7437,9.0438,9.8779,9.0136,6.0646,9.0435
12.29,0.3251,9.0187,5.6661,9.0636,6.5697,9.0918,8.9235,9.091,9.8545,9.0624,6.0042,8.9888
12.3,0.3376,9.0816,5.6805,9.072,6.7498,9.1479,8.9016,9.0839,9.9707,9.0909,6.0064,9.1001
12.31,0.4798,9.0932,5.7468,9.0904,6.5861,9.0735,8.6241,9.0373,9.937,9.0293,6.2014,9.1011
12.32,0.3849,9.0302,5.745,9.0112,6.6435,9.1224,8.7998,9.0285,9.8908,9.0754,5.999,9.043
12.33,0.2724,9.1103,5.7314,9.0116,6.55,9.035,8.8448,9.0422,9.8955,9.0113,6.0727,9.0605
12.34,0.3607,9.02,5.7333,9.0578,6.5935,9.0344,8.8069,9.0658,9.8168,9.0041,6.0082,9.0223
12.35,0.3131,9.082,5.6961,9.0238,6.7525,9.1043,8.9248,9.0878,9.9979,9.1168,5.9525,9.0313
12.36,0.5326,9.1128,5.8483,9.0068,6.5723,9.026,8.772,9.033,9.9338,9.0479,6.1015,9.1354
12.37,0.3301,9.0477,5.7214,9.0726,6.6651,9.0636,8.7224,9.045,9.9699,9.0813,6.0268,9.0274
12.38,0.435,9.0834,5.782,9.093,6.5258,9.0572,8.8176,9.0605,9.7982,9.0356,5.9023,9.0605
12.39,0.3333,9.0204,5.5782,9.0501,6.5093,9.0278,8.7311,9.0659,9.817,9.0225,5.9679,9.0112
12.4,0.3675,9.0891,5.7176,9.091,6.6633,9.0903,9.0094,9.1087,9.9625,9.1014,5.9167,9.0606
12.41,0.4851,9.1132,5.8948,9.0471,6.6437,9.0248,8.7504,9.0363,9.895,9.0502,6.0886,9.1264
12.42,0.3563,9.0408,5.6613,9.0358,6.6945,9.0622,8.8334,9.0716,9.9025,9.1003,6.0414,9.0744
12.43,0.3855,9.0887,5.7565,9.081,6.6672,8.9817,8.699,9.0321,9.8834,9.0358,6.013,9.0904
12.44,0.2967,9.0283,5.73,9.0674,6.5464,9.0274,8.7387,9.0526,9.7332,9.0533,5.9997,9.0238
12.45,0.3052,9.0774,5.8057,8.99,6.6576,9.0409,8.8917,9.1659,9.9788,9.0991,5.8579,9.0211
12.46,0.5214,9.0968,5.867,9.0057,6.554,9.0597,8.7985,9.0437,9.8831,9.0602,6.1385,9.1616
12.47,0.3241,9.024,5.7038,9.0681,6.6635,9.0726,8.8351,9.0186,9.8375,9.0688,6.049,9.042
12.48,0.422,9.044,5.7856,9.0349,6.7531,9.038,8.7578,9.0493,9.8559,9.0389,6.1152,9.0546
12.49,0.3331,9.0154,5.6547,8.9925,6.6054,8.988,8.7189,9.0533,9.7821,8.9982,6.0778,9.0518
12.5,0.3715,9.0608,5.7185,9.0738,6.599,9.0602,8.8345,9.1171,9.8762,9.1003,5.9659,8.9907
12.51,0.5189,9.0798,5.8557,9.0762,6.648,9.0446,8.6421,9.0605,9.862,9.0538,6.1858,9.0921
12.52,0.349,9.0238,5.7274,9.082,6.7509,9.1002,8.7834,9.05,9.9141,9.0711,6.1025,9.0329
12.53,0.4622,9.0726,5.8244,9.0806,6.7583,9.102,8.7576,9.0431,10.0033,9.0472,5.9661,9.0731
12.54,0.3583,9.0238,5.6803,9.1581,6.6236,8.9992,8.5,9.0528,9.7503,8.9753,6.1374,8.9901
12.55,0.3517,9.0752,5.6892,9.0534,6.5935,9.0681,8.9271,9.1331,9.8933,9.1183,5.867,9.0086
12.56,0.4617,9.0644,5.9265,9.0323,6.526,9.0358,8.8209,9.0479,9.8818,9.0702,6.1175,9.1031
12.57,0.252,9.0576,5.7403,9.1159,6.5628,9.1146,8.8481,9.0253,9.9295,9.1122,6.0557,9.0452
12.58,0.4176,9.0479,5.7006,9.0201,6.7462,9.1097,8.7783,9.0134,9.9093,9.0577,6.0709,9.1101
12.59,0.3,9.0309,5.7251,8.9759,6.6267,9.0493,8.7042,9.0455,9.756,8.986,6.1063,9.0654
12.6,0.3133,9.1058,5.7535,9.072,6.672,9.0952,8.8272,9.118,9.9009,9.0755,5.9771,9.0043
12.61,0.5317,9.0994,5.818,9.0258,6.5852,8.9999,8.7645,9.0938,9.871,9.0505,6.0928,9.1189
12.62,0.3143,9.0533,5.7588,9.0112,6.55,9.0005,8.821,9.1115,9.8121,9.116,5.9218,9.0297
12.63,0.3914,9.0674,5.7064,9.0927,6.721,9.0801,8.7322,9.0257,9.8929,9.0623,6.06,9.107
12.64,0.3356,9.0264,5.7125,9.0786,6.6901,9.057,8.699,9.0102,9.7645,9.0112,6.1509,9.0749
12.65,0.2324,9.0918,5.712,9.0569,6.6064,9.0814,8.8309,9.082,9.8228,9.1116,5.974,8.996
12.66,0.5246,9.1207,5.8249,9.1364,6.6473,9.0242,8.8195,9.0358,9.7953,9.0293,6.087,9.0489
12.67,0.2946,9.0293,5.7915,9.1218,6.3595,9.0002,8.821,9.0324,9.907,9.0972,6.0619,9.0727
12.68,0.4482,9.072,5.7529,9.0284,6.6355,9.0824,8.7748,9.0345,9.9832,9.0911,6.0518,9.0358
12.69,0.3105,9.0178,5.7458,9.06,6.648,9.0563,8.6703,9.0104,9.6991,8.9978,6.2054,9.1235
12.7,0.314,9.098,5.7235,9.0846,6.6046,9.103,8.9039,9.078,9.799,9.0605,5.8498,9.0166
12.71,0.522,9.0845,5.7355,9.0092,6.587,9.0595,8.7241,9.0718,9.8197,9.0435,6.0069,9.0691
12.72,0.4098,9.0233,5.6833,8.9901,6.5307,9.0238,8.8169,9.0967,9.8634,9.0877,5.9819,9.009
12.73,0.398,9.0605,5.7205,9.0983,6.7822,9.0726,8.7611,9.0618,9.936,9.0877,6.0894,9.0634
12.74,0.3617,9.0172,5.6342,9.0327,6.6277,9.025,8.699,8.9851,9.7764,9.0531,6.1717,9.0724
12.75,0.2251,9.0715,5.6709,9.0187,6.69,9.108,8.7846,9.0815,9.7477,9.0684,5.964,9.0257
12.76,0.4705,9.0663,5.8065,9.0775,6.7016,9.0643,8.759,9.0642,9.8407,9.0309,5.9965,9.0482
12.77,0.3389,9.0178,5.655,9.1166,6.5876,9.0268,8.7761,9.0901,9.9002,9.0609,5.9592,9.0177
12.78,0.422,9.0662,5.7594,9.0276,6.6141,9.0851,8.8662,9.0378,9.9796,9.1228,5.9678,9.0498
12.79,0.2953,9.0105,5.6974,9.1098,6.4939,9.0479,8.6379,8.9745,9.7779,9.0333,5.9949,9.1394
12.8,0.1667,9.0771,5.7023,9.0894,6.6456,9.1166,8.7689,9.0573,9.871,9.0563,6.09,9.0464
12.81,0.4113,9.1152,5.8047,9.0346,6.721,9.0977,8.8142,9.034,9.8087,9.0513,6.1086,9.0968
12.82,0.3,9.0411,5.7508,9.0328,6.4369,9.0112,8.811,9.0851,9.778,9.0588,5.9693,9.0798
12.83,0.4574,9.0271,5.7342,9.0629,6.599,9.0479,8.9939,9.0733,9.9305,9.1235,5.9668,9.0425
12.84,0.3949,9.0253,5.696,9.0173,6.5949,9.0316,8.6372,9.0658,9.8181,9.0469,6.087,9.1277
12.85,0.2989,9.0851,5.6905,8.9845,6.575,9.0532,8.7934,9.0506,9.871,9.0718,5.9884,9.0521
12.86,0.5417,9.123,5.8726,9.1006,6.6684,9.1168,8.7219,9.0139,9.7536,9.0346,6.0429,9.0459
12.87,0.3102,9.0437,5.7159,9.0653,6.5669,9.0612,8.793,9.0859,9.7808,9.0452,5.976,9.0348
12.88,0.3686,9.0605,5.7888,9.0232,6.5017,9.0931,8.8492,9.113,10,9.1218,5.8997,9.0074
12.89,0.3787,9.0219,5.6324,9.0851,6.5554,9.0506,8.7137,9.0568,9.7781,9.0575,6.0742,9.0988
12.9,0.1766,9.0623,5.739,9.1105,6.4621,9.0404,8.7442,9.0673,9.9561,9.0716,6.0452,9.0087
12.91,0.4779,9.1004,5.8123,9.0238,6.599,9.1088,8.7092,9.0306,9.6674,9.0238,6.0814,9.1271
12.92,0.3831,9.0358,5.711,9.0441,6.6516,9.0726,8.723,9.1071,9.7102,9.0184,6.0268,9.0112
