Time (s),F59 (N),L59 (mm),F60 (N),L60 (mm),F61 (N),L61 (mm),F63 (N),L63 (mm),F65 (N),L65 (mm),F66 (N),L66 (mm)
2.19,20.8749,-0.0269,22.118,9.0335,21.2409,6.0052,21.2164,3.0402,20.8674,0.0078,0.2408,-0.0276
2.2,20.9629,0.0424,22.2597,9.1355,21.4868,6.033,21.1887,3.0157,20.9337,0.0305,0.341,0.0043
2.21,20.987,0.0198,22.1645,9.0605,21.4,6.0372,21.1853,3.011,20.9997,-0.0227,0.52,0.0244
2.22,21.0594,0.0422,22.3146,9.1098,21.443,6.075,21.3757,3.0731,20.8194,-0.0002,0.3624,0.0142
2.23,21.0701,-0.0158,22.2032,9.0335,21.4949,6.089,21.2745,3.0049,21.0284,0.0603,0.4295,-0.0535
2.24,20.92,-0.0736,22.147,9.0461,21.3729,6.002,21.1066,3.0428,21.0662,-0.0535,0.4408,-0.0246
2.25,21.0668,0.0394,22.3421,9.1174,21.555,6.0426,21.2528,2.9918,20.9789,-0.0073,0.3803,-0.0141
2.26,21.0335,-0.0297,22.2294,9.0629,21.5068,6.0757,21.1374,2.9716,21.0475,-0.0102,0.4039,0.0959
2.27,21.2128,0.0418,22.322,9.1073,21.5827,6.087,21.3177,3.0646,20.8558,-0.0363,0.398,0.0115
2.28,21.0933,-0.0315,22.2936,9.0624,21.5242,6.0511,21.2603,3.008,21.0287,0.0132,0.4794,0.0123
2.29,21.0188,-0.0398,22.2092,9.0621,21.4071,6.0156,21.3538,3.0533,21.0419,-0.0123,0.3942,-0.0218
2.3,21.0647,0.0152,22.3587,9.1339,21.4925,6.0599,21.3055,3.0079,21.0041,-0.0122,0.276,-0.0263
2.31,21.0988,-0.0046,22.2785,9.1023,21.4506,6.0447,21.1537,2.9945,21.077,0.0129,0.3023,0.0373
2.32,21.183,0.0155,22.4527,9.1401,21.541,6.0871,21.4338,3.0536,20.8638,-0.1087,0.3838,-0.0028
2.33,21.0837,-0.0297,22.3519,9.0271,21.6343,6.0789,21.316,2.9831,21.0825,0.0392,0.5028,0.0318
2.34,20.9556,-0.049,22.2157,9.0722,21.4865,6.0007,21.3774,3.0567,21.0268,0.0232,0.4316,-0.0074
2.35,21.1666,0.0248,22.517,9.1062,21.5411,6.0766,21.4406,3.0363,21.028,0.0244,0.2978,-0.0785
2.36,21.174,-0.0167,22.3469,9.0727,21.5827,6.0146,21.2395,2.9661,21.1856,0.0302,0.4205,-0.0482
2.37,21.2239,0.0618,22.4365,9.1179,21.6298,6.0833,21.3572,3.0292,20.8819,-0.0575,0.8054,0.0123
2.38,21.1275,-0.0201,22.4208,9.0238,21.6622,6.074,21.2856,3.0312,21.0701,0.0491,4.8218,0.1309
2.39,21.0085,-0.0376,22.3295,9.022,21.638,6.0116,21.4632,3.0551,24.8872,0.0808,1.9687,0.3026
2.4,21.223,0.0556,22.5566,9.0741,21.634,6.016,21.4469,3.0466,24.5914,0.2555,1.5075,0.4634
2.41,21.1301,0.0224,22.395,9.0863,21.5043,6.0405,21.2255,3.02,25.4946,0.473,1.2237,0.7902
2.42,21.2338,0.0209,22.5,9.1009,21.6699,6.1085,21.3485,2.9931,26.4621,0.6382,0.9009,1.039
2.43,21.1471,0.0104,22.5037,9.0324,21.6077,6.1341,21.296,3.0112,27.6055,0.9892,0.825,1.3969
2.44,20.8907,-0.0626,22.322,9.0475,21.5943,6.0424,21.3559,3.0114,28.3773,1.2029,0.8722,1.6469
2.45,21.2055,0.0759,22.6228,9.1263,21.7027,6.0649,21.3391,3.1324,28.5842,1.5069,1.0495,1.8275
2.46,21.109,-0.0511,22.4993,9.0605,21.614,6.017,21.296,3.0319,28.865,1.8032,0.9857,2.1714
2.47,21.2588,0.0244,22.5589,9.0821,21.6644,6.078,22.1577,3.0474,29.1201,2.0396,1.1463,2.4229
2.48,21.2539,0.0092,22.6396,9.0388,21.7524,6.0882,26.0931,3.1362,29.2977,2.3515,1.228,2.7202
2.49,21.028,-0.0342,22.3696,9.02,21.6283,6.0298,24.837,3.3294,29.5,2.5826,1.3424,3.0241
2.5,21.199,0.033,22.5979,9.1126,21.6819,6.0675,26.3486,3.6756,29.6549,2.9109,1.4229,3.2347
2.51,21.1851,0.0039,22.5363,9.0699,21.6486,6.033,27.8088,3.8755,29.89,3.1893,1.5797,3.5185
2.52,21.2667,0.0288,22.6425,9.0851,21.5466,6.0265,28.9049,4.1059,29.9688,3.3664,1.57,3.7814
2.53,21.2512,-0.0511,22.559,9.0384,21.7785,6.097,29.4417,4.354,30.2727,3.7012,1.8279,4.0798
2.54,21.0089,-0.008,22.474,9.0288,21.663,6.059,29.657,4.5926,30.4215,3.9533,2.109,4.4133
2.55,21.243,0.0467,22.4925,9.0948,21.7492,6.0801,30.2671,4.9504,30.6705,4.2234,2.132,4.5451
2.56,21.2136,0.0174,22.4774,9.0456,21.6896,6.0156,30.6869,5.2009,31.2516,4.5849,2.257,4.9139
2.57,21.3029,0.0567,22.6459,9.0919,21.5813,6.0144,31.0991,5.5187,31.2318,4.7932,2.4523,5.1373
2.58,21.2633,-0.0572,22.6509,8.9975,21.5997,6.1314,31.4754,5.7752,31.7576,5.0519,2.7173,5.4426
2.59,21.1416,-0.0553,22.4971,9.028,22.2549,6.0538,31.5285,5.9774,32.0325,5.3107,2.9994,5.7823
2.6,21.19,0.0325,22.6099,9.0439,26.5691,6.176,32.0099,6.3198,32.2346,5.5797,3.2211,6.0045
2.61,21.1653,-0.064,22.6968,9.0499,25.1581,6.3398,32.3521,6.5783,33.015,5.9381,3.5652,6.3015
2.62,21.3377,0.0645,22.4973,9.0888,26.3793,6.5256,32.8348,6.888,33.3411,6.1303,3.7985,6.5469
2.63,21.2375,0.0053,22.7477,9.0375,28.0908,6.8537,33.2021,7.1532,33.796,6.5021,3.9205,6.7572
2.64,21.077,-0.0319,22.5759,9.0288,29.2735,7.0679,33.6628,7.375,34.1852,6.6946,4.5,7.1108
2.65,21.2146,0.0291,22.6764,9.0789,30.2733,7.4381,34.212,7.6977,34.504,6.9128,4.841,7.3957
2.66,21.199,-0.0219,22.712,9.0172,30.9647,7.6179,34.6078,7.94,35.1353,7.3069,5.2499,7.6677
2.67,21.4262,0.037,22.6907,9.093,31.3771,7.8818,35.0685,8.2901,35.6349,7.519,5.7591,7.9189
2.68,21.2882,-0.0275,22.6613,9.0592,32.3071,8.2174,35.8708,8.5339,36.146,7.8509,6.0323,8.1418
2.69,21.0819,-0.0776,22.573,9.0395,32.8147,8.5137,34.7054,8.8025,36.5553,8.0946,6.5624,8.4711
2.7,21.3278,0.0427,22.7189,9.0651,32.9033,8.7882,32.4974,8.9136,36.6769,8.3007,6.4022,8.7513
2.71,21.1804,0.0244,22.5786,9.0615,29.5364,8.9061,33.796,8.9639,37.396,8.667,3.6545,8.9378
2.72,21.2999,0.037,22.8215,9.1088,31.0866,8.9501,33.4866,9.015,33.8574,8.8487,6.1661,9.0358
2.73,21.363,-0.0258,22.747,9.0462,31.1318,9.035,33.1385,9.1376,34.716,8.9991,6.8746,8.9745
2.74,21.1276,-0.0584,22.6406,9.0835,30.5312,9.0569,32.6365,8.9963,34.7728,9.0406,7.0662,9.0605
2.75,21.2819,0.0137,22.7078,9.0872,30.2089,9.1382,32.163,9.0965,34.285,8.9221,7.3038,9.0834
2.76,21.248,-0.0002,22.6917,9.0851,29.8321,9.1048,31.7729,9.0494,33.8951,9.0973,7.4896,9.1193
2.77,21.3482,0.0453,22.8079,9.106,29.2593,9.0427,31.3854,9.0479,33.4428,9.051,7.3478,9.098
2.78,21.3673,0.0692,22.7815,9.0475,29.1198,9.0808,31.2243,9.1031,32.9333,9.1334,7.3938,9.0346
2.79,21.1675,-0.0476,22.639,9.013,28.8028,9.059,30.9773,9.08,32.7892,9.1472,7.2798,9.0905
2.8,21.4653,0.0384,22.81,9.074,28.67,9.1187,30.8665,9.1055,32.3229,9.0538,7.0887,9.0522
2.81,21.2731,-0.0008,22.8092,9.0593,28.6627,9.1547,30.6663,9.0803,32.0671,9.0985,7.2455,9.0314
2.82,21.3446,0.0124,22.81,9.1216,28.3412,9.0624,30.3568,8.9666,31.8466,9.0726,7.2955,9.1433
2.83,21.3208,-0.0123,22.8825,9.0479,28.0811,9.1155,30.4251,9.1068,31.6164,9.0836,7.1137,9.0602
2.84,21.3445,-0.0613,22.6881,9.0478,28.0828,9.0262,30.2401,9.0566,31.575,9.1458,7.1669,9.0881
2.85,21.3192,0.0853,22.8085,9.1451,27.9581,9.1202,30.1886,9.1175,31.2738,9.0544,7.0482,8.9958
2.86,21.2955,-0.0113,22.7615,9.024,28.086,9.1353,30.268,9.152,31.2856,9.1071,7.0213,9.0742
2.87,21.3437,0.073,22.8558,9.1098,27.8097,9.0779,29.9529,9.047,31.2059,9.0962,7.1614,9.1563
2.88,21.2072,-0.0102,22.7909,9.0492,27.8774,9.076,29.9688,9.1133,30.877,9.0698,7.0023,9.0728
2.89,21.154,-0.0711,22.715,9.0112,27.7246,9.0589,29.939,9.0593,31.0226,9.1413,7.112,9.0876
2.9,21.345,0.0117,22.835,9.0978,27.5896,9.0744,29.8378,9.1296,30.8717,9.0726,7.0526,9.0675
2.91,21.2947,-0.0009,22.757,9.0591,27.7291,9.1584,29.9016,9.1331,30.794,9.0776,6.7364,9.0649
2.92,21.3405,0.0506,22.9095,9.0741,27.5947,9.0507,29.8083,9.0609,30.7431,9.0484,7.1342,9.1116
2.93,21.4274,0.0074,22.9793,9.0513,27.595,9.0687,29.7816,9.1059,30.5898,9.0461,7.1065,9.0722
2.94,21.2757,-0.0588,22.7213,9.0275,27.5402,9.0476,29.6128,9.0289,30.6948,9.1339,6.9617,9.1551
2.95,21.321,0.0103,22.8871,9.0499,27.49,9.0685,29.6122,9.0611,30.5659,9.0822,6.9529,9.0596
2.96,21.3633,0.0024,22.8852,9.0939,27.6011,9.1329,29.6837,9.18,30.5706,9.1257,6.8117,9.023
2.97,21.2527,0.0135,22.8519,9.1121,27.498,9.0605,29.5483,9.1095,30.474,9.0358,6.9078,9.1172
2.98,21.3388,0.0465,22.859,9.0543,27.475,9.1098,29.597,9.0658,30.2732,9.0364,6.8786,9.0972
2.99,21.2339,-0.0589,22.7914,9.0345,27.3091,9.0437,29.5206,9.0392,30.3087,9.1267,6.9006,9.1176
3,21.321,0.0201,22.8888,9.0619,27.278,9.045,29.4365,9.0451,30.3188,9.0697,6.8455,9.1078
3.01,21.3849,-0.0249,22.8223,9.082,27.4653,9.106,29.4861,9.1465,30.2156,9.0891,6.7768,9.0403
3.02,21.3844,0.0228,23.0475,9.0867,27.3414,9.0923,29.5017,9.0764,30.302,9.0658,6.9192,9.1576
3.03,21.4076,-0.037,22.9148,9.0323,27.384,9.0844,29.4302,9.0931,30.0985,9.0166,6.8014,9.095
3.04,21.2062,-0.0436,22.7753,9.0256,27.3545,9.0756,29.4224,9.0605,30.114,9.1038,6.8779,9.0924
3.05,21.3753,0.0351,22.8325,9.0851,27.1714,9.0524,29.2255,8.9798,30.0683,9.0762,6.9095,9.117
3.06,21.3234,-0.0042,22.9241,9.0713,27.3374,9.0995,29.3281,9.1037,30.1541,9.0875,6.721,9.0458
3.07,21.4508,0.0491,22.9362,9.1259,27.3174,9.0527,29.1882,9.0527,30.0095,9.0934,6.8058,9.0787
3.08,21.3785,0.0187,22.9612,9.0529,27.2511,9.1098,29.3415,9.1299,29.8887,9.036,6.6816,9.0574
3.09,21.205,-0.0571,22.8394,9.0301,27.2772,9.0717,29.3695,9.1177,30.0735,9.1077,6.8907,9.1218
3.1,21.3848,0.03,22.957,9.0972,27.1158,8.9668,29.1821,9.0383,29.9749,9.0697,6.9042,9.1443
3.11,21.321,-0.0026,22.8937,9.0557,27.1957,9.0665,29.1869,9.1122,29.8701,9.1365,6.7443,9.1306
3.12,21.4381,0.0244,23.005,9.0826,27.2038,9.0921,29.2574,9.0349,29.9521,9.0906,6.7941,9.0703
3.13,21.511,0.0101,23.0029,9.063,27.1731,9.127,29.1661,9.1141,29.8525,9.0472,6.6866,9.0605
3.14,21.1103,-0.0055,22.8402,8.9757,27.2277,9.0863,29.2787,9.1389,29.7115,9.0455,6.7157,9.1405
3.15,21.3886,0.0162,23.019,9.1,27.0157,9.0346,29.0953,9.0417,29.841,9.0605,6.8488,9.1556
3.16,21.2905,0.0123,22.9512,9.0858,27.2366,9.0792,29.0628,9.047,29.818,9.1308,6.757,9.0225
3.17,21.463,0.065,22.9993,9.093,27.083,9.0576,28.961,9.0329,29.817,9.1772,6.7841,9.0459
3.18,21.4057,0.0119,23.0111,9.0262,27.107,9.1125,28.9772,9.1314,29.6899,9.0462,6.526,9.056
3.19,21.2724,-0.0674,22.8713,9.0266,27.201,9.0871,29.2251,9.1322,29.5764,9.1095,6.4966,9.0589
3.2,21.3025,0.0452,22.883,9.1065,26.9499,9.0543,28.9996,9.0748,29.6452,9.0494,6.7662,9.145
3.21,21.332,0.0179,22.9922,9.066,27.0357,9.0902,29.036,9.0802,29.5677,9.0868,6.7691,9.097
3.22,21.4539,0.0424,23.1055,9.1051,27.009,9.0729,28.8976,9.0508,29.7947,9.1548,6.6594,9.1305
3.23,21.492,-0.0162,22.9637,9.0319,26.9977,9.1495,28.7973,9.0655,29.597,9.0605,6.775,9.0311
3.24,21.223,-0.0545,22.9221,9.0202,26.9165,9.1161,29.0382,9.0986,29.5721,9.0666,6.599,9.0395
3.25,21.4228,0.0136,22.9954,9.1009,27.0029,9.0146,28.816,9.0817,29.5829,9.0581,6.7788,9.1162
3.26,21.3282,-0.0076,22.9423,9.0862,26.9284,9.0849,28.8402,9.0971,29.4487,9.0684,6.5953,9.0851
3.27,21.4165,0.0244,22.9773,9.1255,26.8526,9.0143,28.8847,9.0354,29.5461,9.1711,6.6598,9.1004
3.28,21.4841,-0.0054,22.9954,9.0643,26.9125,9.122,28.7513,9.0171,29.426,9.0818,6.6255,9.0771
3.29,21.3194,-0.0369,22.9146,9.0197,27.065,9.1114,28.7817,9.1016,29.5202,9.1089,6.5542,9.0688
3.3,21.3137,0.0123,23.0549,9.1137,26.814,9.0605,28.8429,9.0782,29.4047,9.05,6.5623,9.1256
3.31,21.191,0.004,22.949,9.0319,26.8564,9.0972,28.7749,9.0903,29.3113,9.0531,6.624,9.0731
3.32,21.443,0.0003,23.0371,9.1585,26.8496,9.0569,28.8142,9.0682,29.4568,9.1531,6.6897,9.1358
3.33,21.4211,0.0134,23.0384,9.0668,26.7975,9.0764,28.7113,9.0348,29.2397,9.0562,6.6729,9.0851
3.34,21.3224,-0.0404,22.8765,9.0358,26.9131,9.1328,28.7405,9.0989,29.4123,9.1218,6.4565,9.0244
3.35,21.4251,0.0244,23.0274,9.0726,26.814,9.0844,28.6584,9.0634,29.3183,9.0746,6.6759,9.1047
3.36,21.4682,-0.0002,23.0118,9.0634,26.8208,9.069,28.7307,9.1081,29.1464,8.9892,6.603,9.0711
3.37,21.4311,0.0416,23.054,9.0851,26.7518,9.0452,28.7926,9.1221,29.4122,9.0957,6.648,9.0972
3.38,21.4845,0.017,23.0581,9.0869,26.7044,9.0407,28.6512,9.0389,29.2215,9.0821,6.6892,9.1233
3.39,21.2668,-0.0616,22.9512,9.0405,26.8804,9.1004,28.5896,9.0851,29.3089,9.1061,6.5287,9.0577
3.4,21.355,-0.005,22.9911,9.0653,26.692,9.0436,28.6505,9.0507,29.2795,9.0114,6.5753,9.0482
3.41,21.3159,0.0023,23.054,9.0651,26.8781,9.0859,28.471,9.1068,29.124,9.0013,6.6167,9.0532
3.42,21.4087,0.0296,22.9684,9.1268,26.7316,9.0358,28.665,9.1416,29.2622,9.0918,6.5799,9.1143
3.43,21.4558,0.0031,22.9799,9.0616,26.5356,9.0441,28.6456,9.0319,29.1715,9.0851,6.7474,9.0983
3.44,21.2681,-0.0405,22.9321,9.0427,26.762,9.0957,28.5487,9.1083,29.231,9.1052,6.589,9.0726
3.45,21.37,0.0484,22.9946,9.0884,26.8041,9.0939,28.4947,9.0285,29.1745,9.0889,6.5875,9.0723
3.46,21.3863,0.0014,22.9916,9.0344,26.619,9.0965,28.4495,9.0512,29.0984,9.0182,6.526,9.1081
3.47,21.4862,0.0219,23.2142,9.1152,26.6945,9.0494,28.5396,9.1465,29.0919,9.114,6.4563,9.0982
3.48,21.3831,0.0357,23.0719,9.0685,26.5639,9.0345,28.5205,9.0969,29.0787,9.0972,6.6639,9.1713
3.49,21.3187,-0.0558,22.8946,9.0396,26.7071,9.0795,28.4619,9.0891,29.0439,9.1199,6.5722,9.0605
3.5,21.3969,0.018,23.0442,9.074,26.619,9.0901,28.499,9.0851,29.2517,9.1289,6.5978,9.099
3.51,21.3381,-0.0249,23.0464,9.0921,26.6683,9.0855,28.2925,9.0197,29.0354,9.0485,6.6029,9.0517
3.52,21.4904,0.0185,23.0875,9.1407,26.6814,9.0726,28.5304,9.1091,28.9679,9.0741,6.6163,9.0541
3.53,21.5532,0.0178,23.0899,9.06,26.4479,9.0117,28.4599,9.0833,29.0444,9.0647,6.5659,9.1461
3.54,21.3082,-0.031,23.0294,9.0604,26.6087,9.0879,28.4105,9.1153,29.0036,9.0947,6.5387,9.0967
3.55,21.5034,0.0001,23.054,9.0914,26.6024,9.0642,28.4244,9.0118,29.0503,9.139,6.5888,9.0851
3.56,21.3327,-0.0061,23.0884,9.0667,26.6247,9.1036,28.2913,9.0158,28.9382,9.0723,6.5602,9.0609
3.57,21.529,0.0372,23.0868,9.1104,26.716,9.1131,28.3586,9.0786,28.9957,9.0922,6.4634,9.0436
3.58,21.4958,-0.0053,23.1634,9.0691,26.4634,9.0034,28.4207,9.0825,28.8479,9.0514,6.4223,9.0818
3.59,21.2881,-0.0425,23.0482,9.0294,26.5464,9.085,28.4217,9.0972,28.8486,9.0589,6.5501,9.0851
3.6,21.394,0.0302,23.0861,9.0462,26.4738,9.0349,28.4673,9.1181,29.0632,9.1951,6.6593,9.0777
3.61,21.3404,-0.0292,23.1143,9.0949,26.4758,9.0661,28.2118,9.0336,28.962,9.047,6.6195,9.0319
3.62,21.337,0.0437,23.087,9.1136,26.5884,9.1126,28.3292,9.0629,28.8316,9.1084,6.4359,9.0145
3.63,21.484,0.0028,23.1415,9.0894,26.4616,9.0479,28.1014,9.0715,28.9039,9.0331,6.502,9.0829
3.64,21.2999,-0.0527,23.0152,9.0479,26.4913,9.0827,28.2431,9.1191,28.7559,9.051,6.5618,9.0829
3.65,21.4292,0.0033,23.061,9.1112,26.4695,9.0674,28.3923,9.1375,28.9461,9.1218,6.6082,9.0927
3.66,21.3165,0.0236,23.103,9.0564,26.4448,9.0835,28.2426,9.0726,28.8542,9.092,6.6223,9.0661
3.67,21.473,0.0079,23.1809,9.1098,26.5787,9.1398,28.2437,9.0649,28.7875,9.0928,6.3675,9.001
3.68,21.467,0.022,23.1463,9.0626,26.4619,9.0622,28.2814,9.0605,28.767,9.0758,6.5298,9.0732
3.69,21.3456,-0.0221,23.0747,9.0334,26.3699,9.0605,28.232,9.0636,28.5928,9.0377,6.5007,9.0466
3.7,21.4377,0.0123,23.003,9.0851,26.454,9.0298,28.2675,9.132,28.914,9.1168,6.5384,9.1487
3.71,21.3095,0.0303,23.0704,9.0651,26.4062,9.1103,28.084,9.0768,28.7647,9.0491,6.635,9.067
3.72,21.394,0.0244,23.176,9.1188,26.5163,9.1929,28.0021,9.0767,28.718,9.1097,6.4462,8.9972
3.73,21.4518,0.0265,23.183,9.059,26.4077,9.0634,28.1759,9.0726,28.8051,9.049,6.5374,9.0668
3.74,21.4212,-0.0382,23.0749,9.0158,26.4182,9.0753,28.0785,9.0384,28.556,9.0514,6.4345,9.0605
3.75,21.3611,-0.0175,23.0513,9.1296,26.3817,9.0289,28.1822,9.0796,28.7467,9.0938,6.4912,9.0918
3.76,21.37,-0.0081,23.1677,9.0694,26.3704,9.0505,28.181,9.0711,28.743,9.0713,6.6621,9.1509
3.77,21.3772,0.0529,23.1687,9.1256,26.3668,9.1248,28.1312,9.0861,28.6712,9.1192,6.497,9.0455
3.78,21.451,0.0531,23.1197,9.089,26.3375,9.0961,28.1922,9.132,28.7434,9.0549,6.5021,9.0727
3.79,21.387,-0.0369,23.119,9.0277,26.4629,9.0653,27.9513,8.9677,28.587,9.04,6.3897,9.0001
3.8,21.3686,0.0083,23.1854,9.089,26.3104,9.0475,28.1047,9.0781,28.6334,9.1128,6.4578,9.0893
3.81,21.4093,-0.0292,23.1108,9.1065,26.2587,9.0499,28.1462,9.064,28.621,9.1159,6.5599,9.1339
3.82,21.4016,0.0758,23.201,9.0909,26.4307,9.1029,27.9762,9.1013,28.694,9.121,6.456,9.0993
3.83,21.5014,0.0296,23.2377,9.0652,26.3463,9.0953,28.1501,9.1,28.6968,9.0872,6.4918,9.1039
3.84,21.3307,-0.0163,23.037,9.0533,26.3003,9.0607,28.0335,9.0238,28.5439,9.0267,6.3928,9.0605
3.85,21.3589,0.0472,23.1381,9.1059,26.3729,9.0064,28.0619,9.0726,28.596,9.0992,6.3372,9.0332
3.86,21.4076,0.0055,23.1075,9.0726,26.1262,8.9948,27.9805,9.073,28.5886,9.0765,6.4881,9.0935
3.87,21.4255,0.037,23.1717,9.0646,26.2829,9.1067,28.094,9.0905,28.5285,9.1142,6.4246,9.1069
3.88,21.5443,0.0179,23.1889,9.069,26.301,9.081,28.2069,9.1363,28.7059,9.1156,6.5005,9.0909
3.89,21.3753,-0.0437,23.1634,9.0054,26.3946,9.1,27.9697,9.0563,28.5088,9.0354,6.4851,9.083
3.9,21.4062,0.0339,23.158,9.0635,26.2758,9.0479,27.962,9.0851,28.4894,9.046,6.3325,8.9678
3.91,21.3934,-0.013,23.1024,9.0726,26.179,9.0252,28.01,9.0451,28.55,9.0671,6.4801,9.1096
3.92,21.4476,0.0312,23.201,9.1218,26.2942,9.1016,27.7699,9.0821,28.5051,9.1129,6.392,9.0473
3.93,21.6184,0.0067,23.2029,9.0521,26.2105,9.0817,28.0483,9.1165,28.6667,9.1577,6.5561,9.1066
3.94,21.272,-0.0507,23.0487,9.0605,26.2538,9.1148,27.9803,9.0489,28.4514,9.0726,6.524,9.0896
3.95,21.3274,0.0149,23.2447,9.1149,26.3643,9.0591,27.9371,9.0788,28.4161,9.0662,6.3161,9.0262
3.96,21.438,-0.0198,23.1532,9.0681,26.0834,9.0844,27.986,9.0509,28.4253,9.085,6.4647,9.1074
3.97,21.3301,0.0321,23.2937,9.0875,26.1537,9.0732,27.7966,9.0209,28.3751,9.0559,6.3312,9.0725
3.98,21.5623,-0.005,23.2653,9.0652,26.2184,9.0605,27.9042,9.1711,28.5642,9.1425,6.4417,9.107
3.99,21.4309,-0.0229,23.128,9.0158,26.1843,9.1313,27.7494,9.04,28.4396,9.0721,6.5126,9.1137
4,21.3179,-0.0337,23.1366,9.1032,26.2077,9.0835,27.9772,9.0859,28.3975,9.0804,6.4448,9.0065
4.01,21.3657,-0.0306,23.1282,9.0726,26.0753,9.0375,27.9526,9.0632,28.4781,9.0549,6.3684,9.0586
4.02,21.484,0.037,23.335,9.0891,26.1567,9.0595,27.7061,9.0068,28.1413,9.0804,6.4267,9.0858
4.03,21.5179,0.0007,23.201,9.0687,26.14,9.067,27.7922,9.1265,28.425,9.1288,6.3832,9.106
4.04,21.3136,-0.0788,23.0811,9.034,26.1529,9.1067,27.8573,9.0726,28.4989,9.0726,6.5256,9.0759
4.05,21.3804,0.0541,23.19,9.0833,26.2864,9.1153,27.8214,9.1081,28.3988,9.1064,6.4138,9.0551
4.06,21.3551,-0.0728,23.1129,9.071,26.1246,9.0303,27.9136,9.0973,28.3702,9.0496,6.382,9.0741
4.07,21.419,0.0244,23.2677,9.1203,26.0294,9.0605,27.756,9.0183,28.1523,9.0324,6.379,9.0589
4.08,21.5441,0.0229,23.244,9.0791,26.155,9.0843,27.8322,9.0816,28.392,9.1189,6.3832,9.0605
4.09,21.3827,-0.0291,22.9681,9.0266,26.1051,9.1207,27.8456,9.0799,28.3019,9.1031,6.5434,9.1517
4.1,21.2175,0.015,23.225,9.1339,26.1742,9.1278,27.8284,9.1285,28.3385,9.1033,6.4111,9.0404
4.11,21.3161,-0.0111,23.1011,9.0275,26.1462,9.0906,27.9504,9.119,28.3841,9.1042,6.428,9.0799
4.12,21.3677,0.0588,23.2763,9.1305,26.0519,9.0454,27.713,9.0275,28.181,9.0145,6.4138,9.053
4.13,21.4877,0.0233,23.2465,9.0808,25.9763,9.0643,27.769,9.0726,28.3482,9.0682,6.3135,9.053
4.14,21.3171,-0.0288,23.054,9.0112,26.0431,9.1246,27.7113,9.0687,28.3092,9.1308,6.472,9.0991
4.15,21.4447,0.0343,23.3177,9.086,26.0567,9.1278,27.7241,9.073,28.3015,9.1203,6.3951,9.0616
4.16,21.3258,0.0338,23.1744,9.071,26.0179,9.0799,27.9524,9.1574,28.331,9.0586,6.4534,9.0851
4.17,21.3032,0.0484,23.225,9.0493,26.0726,9.0724,27.695,9.0245,28.2272,9.0097,6.4711,9.0554
4.18,21.5347,0.0447,23.2702,9.0707,26.0808,9.0422,27.717,9.1044,28.2312,9.0944,6.2391,9.0522
4.19,21.3667,-0.049,23.054,9.0463,25.9685,9.051,27.7949,9.0534,28.2831,9.0677,6.51,9.1177
4.2,21.3949,0.0123,23.2259,9.061,26.0523,9.1363,27.4638,9.098,28.303,9.0725,6.3899,9.0765
4.21,21.4363,0.0344,23.1542,9.0594,26.1292,9.0964,27.6268,9.1098,28.2357,9.1316,6.466,9.0558
4.22,21.4676,0.0123,23.2494,9.1089,26.1253,9.0758,27.7368,9.0582,28.1627,9.0457,6.3449,9.0229
4.23,21.4658,0.024,23.2964,9.0597,26.1025,9.0219,27.7334,9.0769,28.2407,9.1232,6.282,9.0605
4.24,21.2722,-0.0009,23.1515,8.9994,25.9786,9.0661,27.6914,9.03,28.2361,9.1051,6.4109,9.1357
4.25,21.3701,0.0124,23.298,9.0852,25.9523,9.1106,27.5764,9.0392,28.2075,9.0855,6.3576,9.0847
4.26,21.3934,-0.0003,23.1523,9.0357,26.0177,9.115,27.736,9.0874,28.3219,9.1577,6.49,9.1098
4.27,21.3689,0.024,23.2969,9.1217,26.0767,9.0908,27.644,9.1457,28.1983,9.0726,6.5372,9.1037
4.28,21.5424,0.037,23.2772,9.0858,25.9218,9.1242,27.6889,9.1703,28.1263,9.0391,6.3093,9.0354
4.29,21.419,-0.0484,22.9377,9.0251,25.7822,9.0159,27.7504,9.079,28.0986,9.043,6.3833,9.115
4.3,21.3716,0.0483,23.2516,9.0968,26.04,9.103,27.5335,9.0067,28.1367,9.0851,6.3672,9.0973
4.31,21.3901,-0.0041,23.247,9.0716,25.979,9.0734,27.6956,9.0878,28.2631,9.1218,6.3897,9.1242
4.32,21.3929,0.0335,23.2465,9.1081,25.9536,9.0438,27.6096,9.0531,28.1504,9.065,6.4875,9.1025
4.33,21.4456,0.0257,23.2276,9.0525,26.002,9.0702,27.602,9.0851,28.181,9.0885,6.3123,9.1031
4.34,21.3715,-0.0009,23.1104,8.9911,25.9133,9.001,27.7806,9.1379,28.0486,9.0004,6.379,9.0768
4.35,21.394,-0.0106,23.225,9.1289,25.9998,9.0823,27.6435,9.0722,28.0464,9.0651,6.3525,9.0721
4.36,21.3432,-0.0267,23.1392,9.141,25.96,9.0925,27.5808,9.1169,28.2299,9.1218,6.3187,9.0866
4.37,21.341,-0.0123,23.27,9.1067,25.9747,9.1086,27.5977,9.0693,28.1787,9.0715,6.5468,9.1275
4.38,21.492,0.0042,23.2937,9.1476,25.9626,9.1254,27.5798,9.0866,27.994,9.0898,6.2257,9.0562
4.39,21.3427,0.0209,23.0673,9.0062,25.7961,9.0411,27.7307,9.1164,28.0833,9.0674,6.2497,9.0726
